EC,Cof_ID
1.1.1.1,NAD
1.1.1.10,NAD
1.1.1.100,NAD
1.1.1.100,PNS
1.1.1.101,NAD
1.1.1.102,NAD
1.1.1.103,NAD
1.1.1.104,NAD
1.1.1.105,NAD
1.1.1.106,NAD
1.1.1.107,NAD
1.1.1.108,NAD
1.1.1.11,NAD
1.1.1.110,NAD
1.1.1.111,NAD
1.1.1.112,NAD
1.1.1.113,NAD
1.1.1.114,NAD
1.1.1.115,NAD
1.1.1.116,NAD
1.1.1.117,NAD
1.1.1.118,NAD
1.1.1.119,NAD
1.1.1.12,NAD
1.1.1.120,NAD
1.1.1.121,NAD
1.1.1.122,NAD
1.1.1.123,NAD
1.1.1.124,NAD
1.1.1.125,NAD
1.1.1.126,NAD
1.1.1.127,NAD
1.1.1.128,NAD
1.1.1.129,NAD
1.1.1.13,NAD
1.1.1.130,NAD
1.1.1.131,NAD
1.1.1.132,NAD
1.1.1.133,NAD
1.1.1.134,NAD
1.1.1.135,NAD
1.1.1.136,NAD
1.1.1.137,NAD
1.1.1.138,NAD
1.1.1.14,NAD
1.1.1.140,NAD
1.1.1.141,NAD
1.1.1.142,NAD
1.1.1.143,NAD
1.1.1.144,NAD
1.1.1.145,NAD
1.1.1.146,NAD
1.1.1.147,NAD
1.1.1.148,NAD
1.1.1.149,NAD
1.1.1.15,NAD
1.1.1.150,NAD
1.1.1.151,NAD
1.1.1.152,NAD
1.1.1.153,NAD
1.1.1.154,NAD
1.1.1.156,NAD
1.1.1.157,NAD
1.1.1.158,FAD
1.1.1.158,NAD
1.1.1.159,NAD
1.1.1.16,NAD
1.1.1.160,NAD
1.1.1.161,NAD
1.1.1.162,NAD
1.1.1.163,NAD
1.1.1.164,NAD
1.1.1.165,NAD
1.1.1.166,NAD
1.1.1.167,NAD
1.1.1.168,NAD
1.1.1.169,NAD
1.1.1.17,NAD
1.1.1.170,NAD
1.1.1.172,NAD
1.1.1.173,NAD
1.1.1.174,NAD
1.1.1.175,NAD
1.1.1.176,NAD
1.1.1.177,NAD
1.1.1.178,NAD
1.1.1.179,NAD
1.1.1.18,NAD
1.1.1.181,NAD
1.1.1.183,NAD
1.1.1.184,NAD
1.1.1.185,NAD
1.1.1.186,NAD
1.1.1.187,NAD
1.1.1.188,NAD
1.1.1.189,NAD
1.1.1.19,NAD
1.1.1.190,NAD
1.1.1.191,NAD
1.1.1.192,NAD
1.1.1.193,NAD
1.1.1.194,NAD
1.1.1.195,NAD
1.1.1.196,NAD
1.1.1.197,NAD
1.1.1.198,NAD
1.1.1.199,NAD
1.1.1.2,NAD
1.1.1.20,NAD
1.1.1.200,NAD
1.1.1.201,NAD
1.1.1.202,NAD
1.1.1.203,NAD
1.1.1.205,NAD
1.1.1.206,NAD
1.1.1.207,NAD
1.1.1.208,NAD
1.1.1.209,NAD
1.1.1.21,NAD
1.1.1.210,NAD
1.1.1.211,NAD
1.1.1.212,NAD
1.1.1.213,NAD
1.1.1.214,NAD
1.1.1.215,HEA
1.1.1.215,FAD
1.1.1.215,NAD
1.1.1.216,NAD
1.1.1.217,NAD
1.1.1.218,NAD
1.1.1.219,NAD
1.1.1.22,NAD
1.1.1.220,NAD
1.1.1.221,NAD
1.1.1.222,NAD
1.1.1.223,NAD
1.1.1.224,NAD
1.1.1.225,NAD
1.1.1.226,NAD
1.1.1.227,NAD
1.1.1.228,NAD
1.1.1.229,NAD
1.1.1.23,NAD
1.1.1.230,NAD
1.1.1.231,NAD
1.1.1.232,NAD
1.1.1.233,NAD
1.1.1.234,NAD
1.1.1.235,NAD
1.1.1.236,NAD
1.1.1.237,NAD
1.1.1.238,NAD
1.1.1.239,NAD
1.1.1.24,NAD
1.1.1.240,NAD
1.1.1.241,NAD
1.1.1.243,NAD
1.1.1.244,NAD
1.1.1.245,NAD
1.1.1.246,NAD
1.1.1.247,NAD
1.1.1.248,NAD
1.1.1.25,NAD
1.1.1.250,NAD
1.1.1.251,NAD
1.1.1.252,NAD
1.1.1.254,NAD
1.1.1.255,NAD
1.1.1.256,NAD
1.1.1.257,NAD
1.1.1.258,NAD
1.1.1.259,B12
1.1.1.259,NAD
1.1.1.26,NAD
1.1.1.260,NAD
1.1.1.261,NAD
1.1.1.262,NAD
1.1.1.263,NAD
1.1.1.264,NAD
1.1.1.265,NAD
1.1.1.266,NAD
1.1.1.267,NAD
1.1.1.268,NAD
1.1.1.269,NAD
1.1.1.27,FMN
1.1.1.27,NAD
1.1.1.270,NAD
1.1.1.271,NAD
1.1.1.272,NAD
1.1.1.273,NAD
1.1.1.274,NAD
1.1.1.275,NAD
1.1.1.276,NAD
1.1.1.277,NAD
1.1.1.278,NAD
1.1.1.279,NAD
1.1.1.28,HEA
1.1.1.28,FAD
1.1.1.28,NAD
1.1.1.280,NAD
1.1.1.281,NAD
1.1.1.282,NAD
1.1.1.283,NAD
1.1.1.284,FMN
1.1.1.284,NAD
1.1.1.285,NAD
1.1.1.286,NAD
1.1.1.287,NAD
1.1.1.288,MGD
1.1.1.288,NAD
1.1.1.289,FAD
1.1.1.289,NAD
1.1.1.29,NAD
1.1.1.290,NAD
1.1.1.291,NAD
1.1.1.292,NAD
1.1.1.294,NAD
1.1.1.295,NAD
1.1.1.296,NAD
1.1.1.297,NAD
1.1.1.298,NAD
1.1.1.299,NAD
1.1.1.3,NAD
1.1.1.30,NAD
1.1.1.300,NAD
1.1.1.301,NAD
1.1.1.302,NAD
1.1.1.303,NAD
1.1.1.304,NAD
1.1.1.305,NAD
1.1.1.306,NAD
1.1.1.307,NAD
1.1.1.308,NAD
1.1.1.309,NAD
1.1.1.31,NAD
1.1.1.311,NAD
1.1.1.312,NAD
1.1.1.314,NAD
1.1.1.315,NAD
1.1.1.316,NAD
1.1.1.32,NAD
1.1.1.320,NAD
1.1.1.321,NAD
1.1.1.322,NAD
1.1.1.323,NAD
1.1.1.324,NAD
1.1.1.326,NAD
1.1.1.327,NAD
1.1.1.328,FMN
1.1.1.328,NAD
1.1.1.329,NAD
1.1.1.33,NAD
1.1.1.331,NAD
1.1.1.332,NAD
1.1.1.333,NAD
1.1.1.334,NAD
1.1.1.335,NAD
1.1.1.336,NAD
1.1.1.337,NAD
1.1.1.34,NAD
1.1.1.34,COA
1.1.1.340,NAD
1.1.1.342,NAD
1.1.1.343,NAD
1.1.1.344,NAD
1.1.1.345,NAD
1.1.1.346,NAD
1.1.1.347,NAD
1.1.1.348,NAD
1.1.1.35,NAD
1.1.1.350,NAD
1.1.1.351,NAD
1.1.1.352,NAD
1.1.1.354,NAD
1.1.1.356,NAD
1.1.1.357,NAD
1.1.1.359,NAD
1.1.1.36,NAD
1.1.1.360,NAD
1.1.1.361,NAD
1.1.1.363,NAD
1.1.1.364,NAD
1.1.1.365,NAD
1.1.1.366,NAD
1.1.1.367,NAD
1.1.1.368,NAD
1.1.1.369,NAD
1.1.1.37,NAD
1.1.1.370,NAD
1.1.1.371,NAD
1.1.1.373,NAD
1.1.1.375,NAD
1.1.1.376,NAD
1.1.1.377,NAD
1.1.1.378,NAD
1.1.1.379,NAD
1.1.1.38,NAD
1.1.1.380,NAD
1.1.1.381,NAD
1.1.1.382,NAD
1.1.1.383,NAD
1.1.1.384,NAD
1.1.1.386,NAD
1.1.1.387,NAD
1.1.1.388,NAD
1.1.1.389,NAD
1.1.1.39,NAD
1.1.1.390,NAD
1.1.1.391,NAD
1.1.1.394,NAD
1.1.1.395,NAD
1.1.1.396,NAD
1.1.1.398,NAD
1.1.1.399,NAD
1.1.1.4,NAD
1.1.1.40,NAD
1.1.1.400,NAD
1.1.1.401,NAD
1.1.1.402,NAD
1.1.1.403,NAD
1.1.1.404,FMN
1.1.1.404,NAD
1.1.1.406,NAD
1.1.1.41,NAD
1.1.1.410,NAD
1.1.1.411,NAD
1.1.1.412,NAD
1.1.1.414,NAD
1.1.1.415,NAD
1.1.1.416,NAD
1.1.1.417,NAD
1.1.1.418,NAD
1.1.1.419,NAD
1.1.1.42,NAD
1.1.1.422,NAD
1.1.1.43,NAD
1.1.1.44,NAD
1.1.1.45,NAD
1.1.1.46,NAD
1.1.1.47,FAD
1.1.1.47,NAD
1.1.1.48,NAD
1.1.1.49,NAD
1.1.1.5,LPA
1.1.1.5,NAD
1.1.1.50,NAD
1.1.1.51,NAD
1.1.1.52,NAD
1.1.1.53,NAD
1.1.1.54,NAD
1.1.1.55,NAD
1.1.1.56,NAD
1.1.1.57,NAD
1.1.1.58,NAD
1.1.1.59,NAD
1.1.1.6,NAD
1.1.1.60,NAD
1.1.1.61,NAD
1.1.1.62,NAD
1.1.1.63,NAD
1.1.1.64,NAD
1.1.1.65,NAD
1.1.1.66,NAD
1.1.1.67,NAD
1.1.1.69,NAD
1.1.1.7,NAD
1.1.1.71,NAD
1.1.1.72,NAD
1.1.1.73,NAD
1.1.1.75,NAD
1.1.1.76,NAD
1.1.1.77,NAD
1.1.1.78,NAD
1.1.1.79,NAD
1.1.1.8,NAD
1.1.1.80,NAD
1.1.1.81,NAD
1.1.1.82,NAD
1.1.1.83,NAD
1.1.1.84,NAD
1.1.1.85,NAD
1.1.1.86,NAD
1.1.1.87,NAD
1.1.1.88,NAD
1.1.1.88,COA
1.1.1.9,NAD
1.1.1.90,NAD
1.1.1.91,NAD
1.1.1.92,NAD
1.1.1.93,NAD
1.1.1.94,FAD
1.1.1.94,NAD
1.1.1.95,NAD
1.1.1.96,NAD
1.1.1.97,NAD
1.1.1.98,NAD
1.1.1.99,NAD
1.1.1.B18,NAD
1.1.1.B19,NAD
1.1.1.B20,NAD
1.1.1.B25,NAD
1.1.1.B28,NAD
1.1.1.B3,NAD
1.1.1.B35,NAD
1.1.1.B38,NAD
1.1.1.B4,NAD
1.1.1.B40,NAD
1.1.1.B47,NAD
1.1.1.B52,NAD
1.1.1.B58,FAD
1.1.1.B58,NAD
1.1.1.B60,NAD
1.1.1.B61,NAD
1.1.1.B64,NAD
1.1.1.B65,NAD
1.1.2.2,HEA
1.1.2.3,HEA
1.1.2.3,HEA
1.1.2.3,FAD
1.1.2.3,FAD
1.1.2.3,FMN
1.1.2.4,HEA
1.1.2.4,FAD
1.1.2.4,FAD
1.1.2.4,FMN
1.1.2.6,HEA
1.1.2.7,HEA
1.1.2.7,PQQ
1.1.2.8,HEA
1.1.2.9,HEA
1.1.2.B5,HEA
1.1.3.10,FAD
1.1.3.12,FAD
1.1.3.13,FAD
1.1.3.15,FAD
1.1.3.15,FAD
1.1.3.15,FMN
1.1.3.16,NAD
1.1.3.17,FAD
1.1.3.19,FAD
1.1.3.2,FMN
1.1.3.20,FAD
1.1.3.21,FAD
1.1.3.23,FAD
1.1.3.28,FAD
1.1.3.3,FAD
1.1.3.37,FAD
1.1.3.38,FAD
1.1.3.39,HEA
1.1.3.39,FAD
1.1.3.4,FAD
1.1.3.41,FAD
1.1.3.42,FAD
1.1.3.43,FAD
1.1.3.44,FAD
1.1.3.45,FAD
1.1.3.46,FMN
1.1.3.47,FAD
1.1.3.49,FAD
1.1.3.5,FAD
1.1.3.6,FAD
1.1.3.6,FAD
1.1.3.6,FMN
1.1.3.7,FAD
1.1.3.8,FAD
1.1.3.9,FAD
1.1.3.B4,HEA
1.1.5.10,FAD
1.1.5.11,HEA
1.1.5.12,FAD
1.1.5.13,FAD
1.1.5.13,NAD
1.1.5.2,PQQ
1.1.5.3,UQ1
1.1.5.3,FAD
1.1.5.3,FMN
1.1.5.4,MQ7
1.1.5.4,UQ1
1.1.5.4,FAD
1.1.5.5,UQ1
1.1.5.5,UQ1
1.1.5.5,HEA
1.1.5.6,MQ7
1.1.5.6,MGD
1.1.5.6,HEA
1.1.5.9,FAD
1.1.9.1,HEA
1.1.98.1,HEA
1.1.98.3,FAD
1.1.98.4,FAD
1.1.98.6,SAM
1.1.99.1,UQ1
1.1.99.1,PQQ
1.1.99.1,FAD
1.1.99.10,FAD
1.1.99.11,HEA
1.1.99.11,FAD
1.1.99.12,HEA
1.1.99.13,FAD
1.1.99.14,HEA
1.1.99.14,NAD
1.1.99.16,FAD
1.1.99.18,HEA
1.1.99.18,HEA
1.1.99.18,FAD
1.1.99.18,FAD
1.1.99.18,FMN
1.1.99.2,FAD
1.1.99.2,FAD
1.1.99.2,NAD
1.1.99.20,UQ1
1.1.99.20,HEA
1.1.99.20,PQQ
1.1.99.20,FAD
1.1.99.21,HEA
1.1.99.21,FAD
1.1.99.21,FAD
1.1.99.21,NAD
1.1.99.22,UQ1
1.1.99.22,PQQ
1.1.99.23,PQQ
1.1.99.24,NAD
1.1.99.27,FAD
1.1.99.27,FMN
1.1.99.28,NAD
1.1.99.29,FAD
1.1.99.3,HEA
1.1.99.3,FAD
1.1.99.31,FMN
1.1.99.33,MGD
1.1.99.36,NAD
1.1.99.37,FAD
1.1.99.37,NAD
1.1.99.39,FAD
1.1.99.4,HEA
1.1.99.4,FAD
1.1.99.40,FAD
1.1.99.42,FAD
1.1.99.42,NAD
1.1.99.6,UQ1
1.1.99.6,HEA
1.1.99.6,FAD
1.1.99.7,NAD
1.1.99.8,PQQ
1.1.99.9,FAD
1.1.99.B1,FAD
1.1.99.B3,FAD
1.1.99.B7,HEA
1.1.99.B9,FMN
1.10.1.1,NAD
1.10.2.2,UQ1
1.10.2.2,HEA
1.10.3.1,HEA
1.10.3.10,UQ1
1.10.3.10,HEA
1.10.3.11,HEA
1.10.3.12,HEA
1.10.3.13,HEA
1.10.3.14,HEA
1.10.3.16,FMN
1.10.3.3,HEA
1.10.3.4,FAD
1.10.3.9,HEA
1.10.5.1,FAD
1.10.5.1,FMN
1.10.5.1,NAD
1.10.9.1,HEA
1.10.99.2,FAD
1.10.99.3,ASC
1.11.1.1,FAD
1.11.1.1,NAD
1.11.1.10,HEA
1.11.1.11,ASC
1.11.1.11,HEA
1.11.1.12,GSH
1.11.1.13,HEA
1.11.1.14,HEA
1.11.1.16,HEA
1.11.1.17,FAD
1.11.1.17,GSH
1.11.1.19,HEA
1.11.1.2,NAD
1.11.1.21,HEA
1.11.1.23,FAD
1.11.1.23,FMN
1.11.1.23,NAD
1.11.1.5,HEA
1.11.1.6,HEA
1.11.1.7,HEA
1.11.1.8,HEA
1.11.1.9,GSH
1.11.1.B2,HEA
1.11.1.B7,HEA
1.11.2.1,HEA
1.11.2.1,NAD
1.11.2.2,HEA
1.11.2.3,HEA
1.11.2.4,HEA
1.11.2.5,HEA
1.12.1.2,FAD
1.12.1.2,FAD
1.12.1.2,FMN
1.12.1.2,NAD
1.12.1.3,FAD
1.12.1.3,NAD
1.12.1.4,FAD
1.12.1.4,FMN
1.12.1.4,NAD
1.12.1.5,FAD
1.12.2.1,HEA
1.12.2.1,NAD
1.12.5.1,HEA
1.12.7.2,FAD
1.12.7.2,NAD
1.12.98.1,FAD
1.12.98.3,HEA
1.12.98.4,MGD
1.12.98.4,FAD
1.12.98.4,NAD
1.12.99.6,HEA
1.12.99.6,FAD
1.12.99.6,FMN
1.12.99.6,NAD
1.13.11.11,HEA
1.13.11.17,FAD
1.13.11.18,GSH
1.13.11.20,FAD
1.13.11.20,NAD
1.13.11.26,HEA
1.13.11.29,NAD
1.13.11.30,NAD
1.13.11.32,FAD
1.13.11.32,FMN
1.13.11.44,HEA
1.13.11.49,HEA
1.13.11.5,ASC
1.13.11.50,HEA
1.13.11.52,THF
1.13.11.52,HEA
1.13.11.52,HEA
1.13.11.52,FMN
1.13.11.60,HEA
1.13.11.79,NAD
1.13.11.85,HEA
1.13.11.87,HEA
1.13.11.9,HEA
1.13.12.1,FAD
1.13.12.14,NAD
1.13.12.16,HEA
1.13.12.16,FAD
1.13.12.16,FAD
1.13.12.16,FMN
1.13.12.17,HEA
1.13.12.17,NAD
1.13.12.2,FAD
1.13.12.3,FAD
1.13.12.4,FAD
1.13.12.4,FMN
1.13.12.7,B12
1.13.12.9,FAD
1.13.99.1,FAD
1.13.99.3,HEA
1.13.99.B1,HEA
1.14.11.1,ASC
1.14.11.10,ASC
1.14.11.11,ASC
1.14.11.13,ASC
1.14.11.14,ASC
1.14.11.15,ASC
1.14.11.17,ASC
1.14.11.18,ASC
1.14.11.19,ASC
1.14.11.2,ASC
1.14.11.20,ASC
1.14.11.22,ASC
1.14.11.23,ASC
1.14.11.3,ASC
1.14.11.4,ASC
1.14.11.6,ASC
1.14.11.65,FAD
1.14.11.66,FAD
1.14.11.67,FAD
1.14.11.7,ASC
1.14.11.8,ASC
1.14.11.9,ASC
1.14.11.9,ASC
1.14.11.9,HEA
1.14.11.B1,FAD
1.14.11.B2,FAD
1.14.12.1,NAD
1.14.12.10,FAD
1.14.12.10,FAD
1.14.12.10,NAD
1.14.12.11,FAD
1.14.12.11,NAD
1.14.12.12,FAD
1.14.12.12,FAD
1.14.12.12,FMN
1.14.12.12,NAD
1.14.12.13,FAD
1.14.12.13,FMN
1.14.12.13,NAD
1.14.12.14,FAD
1.14.12.14,NAD
1.14.12.15,FAD
1.14.12.15,NAD
1.14.12.16,NAD
1.14.12.17,HEA
1.14.12.17,HEA
1.14.12.17,FAD
1.14.12.17,FAD
1.14.12.17,NAD
1.14.12.18,FAD
1.14.12.18,NAD
1.14.12.19,NAD
1.14.12.20,NAD
1.14.12.21,FAD
1.14.12.21,NAD
1.14.12.22,FAD
1.14.12.22,NAD
1.14.12.23,NAD
1.14.12.24,FAD
1.14.12.24,NAD
1.14.12.25,NAD
1.14.12.26,NAD
1.14.12.3,FAD
1.14.12.3,FAD
1.14.12.3,NAD
1.14.12.4,FAD
1.14.12.4,NAD
1.14.12.5,FAD
1.14.12.5,NAD
1.14.12.7,FAD
1.14.12.7,FMN
1.14.12.7,FMN
1.14.12.7,NAD
1.14.12.8,FAD
1.14.12.8,FMN
1.14.12.8,FMN
1.14.12.8,NAD
1.14.12.9,FMN
1.14.12.9,NAD
1.14.13.1,HEA
1.14.13.1,FAD
1.14.13.1,FAD
1.14.13.1,NAD
1.14.13.10,FAD
1.14.13.10,FAD
1.14.13.10,NAD
1.14.13.100,HEA
1.14.13.100,NAD
1.14.13.101,FAD
1.14.13.101,NAD
1.14.13.102,NAD
1.14.13.103,HEA
1.14.13.103,NAD
1.14.13.104,HEA
1.14.13.104,FAD
1.14.13.104,FMN
1.14.13.104,NAD
1.14.13.105,FAD
1.14.13.105,NAD
1.14.13.106,HEA
1.14.13.106,NAD
1.14.13.107,FAD
1.14.13.107,FAD
1.14.13.107,NAD
1.14.13.108,HEA
1.14.13.108,FAD
1.14.13.108,FMN
1.14.13.108,NAD
1.14.13.109,HEA
1.14.13.109,FAD
1.14.13.109,FMN
1.14.13.109,NAD
1.14.13.11,HEA
1.14.13.11,NAD
1.14.13.110,HEA
1.14.13.110,NAD
1.14.13.111,FAD
1.14.13.111,NAD
1.14.13.112,HEA
1.14.13.112,NAD
1.14.13.113,FAD
1.14.13.113,NAD
1.14.13.114,FAD
1.14.13.114,FAD
1.14.13.114,NAD
1.14.13.115,HEA
1.14.13.115,NAD
1.14.13.119,HEA
1.14.13.12,H4B
1.14.13.12,FAD
1.14.13.12,NAD
1.14.13.120,HEA
1.14.13.121,HEA
1.14.13.123,FAD
1.14.13.123,NAD
1.14.13.127,FAD
1.14.13.127,NAD
1.14.13.128,NAD
1.14.13.129,HEA
1.14.13.129,FAD
1.14.13.129,NAD
1.14.13.13,HEA
1.14.13.13,NAD
1.14.13.130,FAD
1.14.13.130,NAD
1.14.13.131,FMN
1.14.13.131,NAD
1.14.13.135,FAD
1.14.13.135,NAD
1.14.13.137,HEA
1.14.13.138,HEA
1.14.13.139,HEA
1.14.13.14,NAD
1.14.13.140,HEA
1.14.13.141,HEA
1.14.13.141,NAD
1.14.13.142,HEA
1.14.13.142,NAD
1.14.13.146,HEA
1.14.13.147,HEA
1.14.13.148,FAD
1.14.13.149,FAD
1.14.13.15,HEA
1.14.13.15,NAD
1.14.13.150,HEA
1.14.13.151,HEA
1.14.13.151,NAD
1.14.13.152,HEA
1.14.13.152,FAD
1.14.13.154,HEA
1.14.13.155,HEA
1.14.13.156,HEA
1.14.13.156,FMN
1.14.13.158,HEA
1.14.13.158,NAD
1.14.13.16,FAD
1.14.13.16,NAD
1.14.13.160,FAD
1.14.13.161,HEA
1.14.13.161,NAD
1.14.13.162,FAD
1.14.13.162,FMN
1.14.13.162,NAD
1.14.13.163,FAD
1.14.13.163,NAD
1.14.13.165,THF
1.14.13.165,H4B
1.14.13.165,FAD
1.14.13.165,FMN
1.14.13.165,NAD
1.14.13.166,FAD
1.14.13.166,NAD
1.14.13.167,FAD
1.14.13.167,NAD
1.14.13.168,FAD
1.14.13.17,HEA
1.14.13.17,NAD
1.14.13.170,FAD
1.14.13.171,FAD
1.14.13.172,NAD
1.14.13.173,HEA
1.14.13.177,HEA
1.14.13.178,NAD
1.14.13.179,NAD
1.14.13.18,FAD
1.14.13.18,FAD
1.14.13.18,NAD
1.14.13.180,FAD
1.14.13.180,NAD
1.14.13.181,HEA
1.14.13.182,NAD
1.14.13.183,HEA
1.14.13.184,HEA
1.14.13.185,HEA
1.14.13.187,FAD
1.14.13.187,FMN
1.14.13.188,HEA
1.14.13.19,FAD
1.14.13.19,FAD
1.14.13.19,NAD
1.14.13.190,HEA
1.14.13.195,FAD
1.14.13.196,FAD
1.14.13.196,NAD
1.14.13.197,HEA
1.14.13.198,HEA
1.14.13.199,HEA
1.14.13.2,HEA
1.14.13.2,FAD
1.14.13.2,FAD
1.14.13.2,NAD
1.14.13.20,FAD
1.14.13.20,FAD
1.14.13.20,NAD
1.14.13.200,FAD
1.14.13.201,HEA
1.14.13.202,HEA
1.14.13.202,NAD
1.14.13.203,HEA
1.14.13.205,NAD
1.14.13.208,FAD
1.14.13.209,NAD
1.14.13.21,HEA
1.14.13.21,NAD
1.14.13.210,FAD
1.14.13.210,NAD
1.14.13.211,FAD
1.14.13.211,NAD
1.14.13.212,FAD
1.14.13.212,NAD
1.14.13.215,FAD
1.14.13.215,FMN
1.14.13.215,NAD
1.14.13.216,FAD
1.14.13.216,NAD
1.14.13.217,FAD
1.14.13.217,NAD
1.14.13.218,FAD
1.14.13.218,NAD
1.14.13.22,FAD
1.14.13.22,FAD
1.14.13.22,FMN
1.14.13.22,NAD
1.14.13.220,NAD
1.14.13.221,HEA
1.14.13.222,FAD
1.14.13.222,NAD
1.14.13.223,FAD
1.14.13.224,FAD
1.14.13.224,NAD
1.14.13.225,FAD
1.14.13.225,NAD
1.14.13.23,FAD
1.14.13.23,FAD
1.14.13.23,NAD
1.14.13.230,NAD
1.14.13.231,FAD
1.14.13.232,FAD
1.14.13.233,FAD
1.14.13.236,FAD
1.14.13.237,FAD
1.14.13.238,HEA
1.14.13.238,FAD
1.14.13.238,FMN
1.14.13.238,NAD
1.14.13.239,FAD
1.14.13.239,NAD
1.14.13.24,FAD
1.14.13.24,FAD
1.14.13.24,NAD
1.14.13.240,FAD
1.14.13.241,FAD
1.14.13.241,NAD
1.14.13.242,FAD
1.14.13.242,NAD
1.14.13.243,FAD
1.14.13.244,FAD
1.14.13.244,NAD
1.14.13.245,NAD
1.14.13.246,NAD
1.14.13.25,HEA
1.14.13.25,FAD
1.14.13.25,NAD
1.14.13.26,NAD
1.14.13.27,FAD
1.14.13.27,FAD
1.14.13.27,NAD
1.14.13.28,HEA
1.14.13.28,FAD
1.14.13.28,FMN
1.14.13.28,NAD
1.14.13.29,FAD
1.14.13.29,FAD
1.14.13.29,NAD
1.14.13.3,FAD
1.14.13.3,NAD
1.14.13.30,HEA
1.14.13.30,NAD
1.14.13.31,FAD
1.14.13.31,NAD
1.14.13.32,FAD
1.14.13.32,NAD
1.14.13.33,FAD
1.14.13.33,FAD
1.14.13.33,NAD
1.14.13.34,NAD
1.14.13.35,FAD
1.14.13.35,NAD
1.14.13.36,NAD
1.14.13.37,HEA
1.14.13.37,NAD
1.14.13.38,ASC
1.14.13.38,NAD
1.14.13.39,THF
1.14.13.39,H4B
1.14.13.39,HEA
1.14.13.39,HEA
1.14.13.39,FAD
1.14.13.39,FMN
1.14.13.39,NAD
1.14.13.39,NAD
1.14.13.4,HEA
1.14.13.4,FAD
1.14.13.4,FAD
1.14.13.4,NAD
1.14.13.40,FAD
1.14.13.40,FAD
1.14.13.40,FMN
1.14.13.40,NAD
1.14.13.41,HEA
1.14.13.41,NAD
1.14.13.42,HEA
1.14.13.42,NAD
1.14.13.43,NAD
1.14.13.44,FAD
1.14.13.44,NAD
1.14.13.46,NAD
1.14.13.47,HEA
1.14.13.47,HEA
1.14.13.47,NAD
1.14.13.48,HEA
1.14.13.48,NAD
1.14.13.49,HEA
1.14.13.49,NAD
1.14.13.5,HEA
1.14.13.5,FAD
1.14.13.5,FAD
1.14.13.5,NAD
1.14.13.50,FAD
