shell_radius,shell_thickness,gap_angle,shell_stiffness
4,0.05,60,1048000000
4,0.05,70,845000000
4,0.05,80,709000000
4,0.05,90,577000000
4,0.05,100,484000000
4,0.05,110,415000000
4,0.05,120,341000000
4,0.05,130,284000000
4,0.05,140,240000000
4,0.05,150,191000000
4,0.05,160,153000000
4,0.05,170,125000000
4,0.05,180,94000000
4,0.06,10,8993000000
4,0.06,20,4943000000
4,0.06,30,3013000000
4,0.06,40,2159000000
4,0.06,50,1676000000
4,0.06,60,1269000000
4,0.06,70,1021000000
4,0.06,80,855000000
4,0.06,90,692000000
4,0.06,100,579000000
4,0.06,110,494000000
4,0.06,120,404000000
4,0.06,130,336000000
4,0.06,140,283000000
4,0.06,150,225000000
4,0.06,160,181000000
4,0.06,170,148000000
4,0.06,180,112000000
4,0.07,10,10406000000
4,0.07,20,5747000000
4,0.07,30,3521000000
4,0.07,40,2533000000
4,0.07,50,1970000000
4,0.07,60,1492000000
4,0.07,70,1200000000
4,0.07,80,1002000000
4,0.07,90,808000000
4,0.07,100,673000000
4,0.07,110,574000000
4,0.07,120,467000000
4,0.07,130,388000000
4,0.07,140,326000000
4,0.07,150,259000000
4,0.07,160,209000000
4,0.07,170,170000000
4,0.07,180,129000000
4,0.08,10,11806000000
4,0.08,20,6549000000
4,0.08,30,4029000000
4,0.08,40,2908000000
4,0.08,50,2264000000
4,0.08,60,1716000000
4,0.08,70,1379000000
4,0.08,80,1149000000
4,0.08,90,924000000
4,0.08,100,768000000
4,0.08,110,653000000
4,0.08,120,530000000
4,0.08,130,439000000
4,0.08,140,369000000
4,0.08,150,292000000
4,0.08,160,236000000
4,0.08,170,192000000
4,0.08,180,146000000
4,0.09,10,13193000000
4,0.09,20,7348000000
4,0.09,30,4537000000
4,0.09,40,3283000000
4,0.09,50,2560000000
4,0.09,60,1940000000
4,0.09,70,1559000000
4,0.09,80,1297000000
4,0.09,90,1041000000
4,0.09,100,863000000
4,0.09,110,732000000
4,0.09,120,592000000
4,0.09,130,490000000
4,0.09,140,411000000
4,0.09,150,326000000
4,0.09,160,262000000
4,0.09,170,214000000
4,0.09,180,162000000
4,0.1,10,14556000000
4,0.1,20,8137000000
4,0.1,30,5043000000
4,0.1,40,3658000000
4,0.1,50,2854000000
4,0.1,60,2165000000
4,0.1,70,1739000000
4,0.1,80,1446000000
4,0.1,90,1158000000
4,0.1,100,958000000
4,0.1,110,811000000
4,0.1,120,655000000
4,0.1,130,541000000
4,0.1,140,453000000
4,0.1,150,358000000
4,0.1,160,289000000
4,0.1,170,235000000
4,0.1,180,179000000
4,0.11,10,15898000000
4,0.11,20,8921000000
4,0.11,30,5546000000
4,0.11,40,4032000000
4,0.11,50,3149000000
4,0.11,60,2390000000
4,0.11,70,1920000000
4,0.11,80,1594000000
4,0.11,90,1275000000
4,0.11,100,1054000000
4,0.11,110,890000000
4,0.11,120,717000000
4,0.11,130,591000000
4,0.11,140,495000000
4,0.11,150,391000000
4,0.11,160,315000000
4,0.11,170,257000000
4,0.11,180,195000000
4,0.12,10,17212000000
4,0.12,20,9699000000
4,0.12,30,6046000000
4,0.12,40,4405000000
4,0.12,50,3442000000
4,0.12,60,2614000000
4,0.12,70,2100000000
4,0.12,80,1743000000
4,0.12,90,1392000000
4,0.12,100,1149000000
4,0.12,110,968000000
4,0.12,120,779000000
4,0.12,130,642000000
4,0.12,140,536000000
4,0.12,150,424000000
4,0.12,160,341000000
4,0.12,170,278000000
4,0.12,180,212000000
4,0.13,10,18519000000
4,0.13,20,10471000000
4,0.13,30,6545000000
4,0.13,40,4776000000
4,0.13,50,3736000000
4,0.13,60,2838000000
4,0.13,70,2281000000
4,0.13,80,1891000000
4,0.13,90,1508000000
4,0.13,100,1244000000
4,0.13,110,1047000000
4,0.13,120,841000000
4,0.13,130,692000000
4,0.13,140,578000000
4,0.13,150,456000000
4,0.13,160,367000000
4,0.13,170,300000000
4,0.13,180,228000000
4,0.14,10,19802000000
4,0.14,20,11236000000
4,0.14,30,7042000000
4,0.14,40,5147000000
4,0.14,50,4027000000
4,0.14,60,3063000000
4,0.14,70,2460000000
4,0.14,80,2039000000
4,0.14,90,1625000000
4,0.14,100,1339000000
4,0.14,110,1126000000
4,0.14,120,904000000
4,0.14,130,743000000
4,0.14,140,620000000
4,0.14,150,489000000
4,0.14,160,393000000
4,0.14,170,321000000
4,0.14,180,245000000
4,0.15,10,21097000000
4,0.15,20,12005000000
4,0.15,30,7536000000
4,0.15,40,5516000000
4,0.15,50,4320000000
4,0.15,60,3286000000
4,0.15,70,2640000000
4,0.15,80,2187000000
4,0.15,90,1742000000
4,0.15,100,1434000000
4,0.15,110,1205000000
4,0.15,120,966000000
4,0.15,130,793000000
4,0.15,140,661000000
4,0.15,150,521000000
4,0.15,160,420000000
4,0.15,170,342000000
4,0.15,180,261000000
4.5,0.01,10,1451000000
4.5,0.01,20,698000000
4.5,0.01,30,386000000
4.5,0.01,40,272000000
4.5,0.01,50,215000000
4.5,0.01,60,173000000
4.5,0.01,70,148000000
4.5,0.01,80,130000000
4.5,0.01,90,111000000
4.5,0.01,100,96000000
4.5,0.01,110,83000000
4.5,0.01,120,68000000
4.5,0.01,130,56000000
4.5,0.01,140,47000000
4.5,0.01,150,36000000
4.5,0.01,160,29000000
4.5,0.01,170,23000000
4.5,0.01,180,17000000
4.5,0.02,10,2842000000
4.5,0.02,20,1476000000
4.5,0.02,30,855000000
4.5,0.02,40,599000000
4.5,0.02,50,467000000
4.5,0.02,60,364000000
4.5,0.02,70,303000000
4.5,0.02,80,263000000
4.5,0.02,90,221000000
4.5,0.02,100,190000000
4.5,0.02,110,166000000
4.5,0.02,120,137000000
4.5,0.02,130,114000000
4.5,0.02,140,96000000
4.5,0.02,150,75000000
4.5,0.02,160,60000000
4.5,0.02,170,48000000
4.5,0.02,180,36000000
4.5,0.03,10,4156000000
4.5,0.03,20,2218000000
4.5,0.03,30,1318000000
4.5,0.03,40,932000000
4.5,0.03,50,726000000
4.5,0.03,60,559000000
4.5,0.03,70,461000000
4.5,0.03,80,395000000
4.5,0.03,90,330000000
4.5,0.03,100,282000000
4.5,0.03,110,245000000
4.5,0.03,120,202000000
4.5,0.03,130,169000000
4.5,0.03,140,142000000
4.5,0.03,150,112000000
4.5,0.03,160,90000000
4.5,0.03,170,73000000
4.5,0.03,180,55000000
4.5,0.04,10,5444000000
4.5,0.04,20,2945000000
4.5,0.04,30,1772000000
4.5,0.04,40,1263000000
4.5,0.04,50,984000000
4.5,0.04,60,755000000
4.5,0.04,70,619000000
4.5,0.04,80,527000000
4.5,0.04,90,436000000
4.5,0.04,100,371000000
4.5,0.04,110,321000000
4.5,0.04,120,265000000
4.5,0.04,130,221000000
4.5,0.04,140,187000000
4.5,0.04,150,148000000
4.5,0.04,160,118000000
4.5,0.04,170,96000000
4.5,0.04,180,72000000
4.5,0.05,10,6720000000
4.5,0.05,20,3666000000
4.5,0.05,30,2225000000
4.5,0.05,40,1595000000
4.5,0.05,50,1244000000
4.5,0.05,60,952000000
4.5,0.05,70,777000000
4.5,0.05,80,659000000
4.5,0.05,90,542000000
4.5,0.05,100,459000000
4.5,0.05,110,395000000
4.5,0.05,120,326000000
4.5,0.05,130,272000000
4.5,0.05,140,229000000
4.5,0.05,150,182000000
4.5,0.05,160,146000000
4.5,0.05,170,118000000
4.5,0.05,180,89000000
4.5,0.06,10,7987000000
4.5,0.06,20,4384000000
4.5,0.06,30,2678000000
4.5,0.06,40,1928000000
4.5,0.06,50,1505000000
4.5,0.06,60,1151000000
4.5,0.06,70,936000000
4.5,0.06,80,791000000
4.5,0.06,90,647000000
4.5,0.06,100,546000000
4.5,0.06,110,469000000
4.5,0.06,120,385000000
4.5,0.06,130,321000000
4.5,0.06,140,271000000
4.5,0.06,150,215000000
4.5,0.06,160,173000000
4.5,0.06,170,140000000
4.5,0.06,180,106000000
4.5,0.07,10,9242000000
4.5,0.07,20,5099000000
4.5,0.07,30,3131000000
4.5,0.07,40,2261000000
4.5,0.07,50,1767000000
4.5,0.07,60,1350000000
4.5,0.07,70,1096000000
4.5,0.07,80,923000000
4.5,0.07,90,752000000
4.5,0.07,100,633000000
4.5,0.07,110,542000000
4.5,0.07,120,444000000
4.5,0.07,130,370000000
4.5,0.07,140,312000000
4.5,0.07,150,247000000
4.5,0.07,160,199000000
4.5,0.07,170,162000000
4.5,0.07,180,122000000
4.5,0.08,10,10493000000
4.5,0.08,20,5814000000
4.5,0.08,30,3584000000
4.5,0.08,40,2595000000
4.5,0.08,50,2030000000
4.5,0.08,60,1550000000
4.5,0.08,70,1257000000
4.5,0.08,80,1056000000
4.5,0.08,90,858000000
4.5,0.08,100,719000000
4.5,0.08,110,615000000
4.5,0.08,120,503000000
4.5,0.08,130,418000000
4.5,0.08,140,352000000
4.5,0.08,150,279000000
4.5,0.08,160,224000000
4.5,0.08,170,182000000
4.5,0.08,180,138000000
4.5,0.09,10,11723000000
4.5,0.09,20,6523000000
4.5,0.09,30,4036000000
4.5,0.09,40,2930000000
4.5,0.09,50,2293000000
4.5,0.09,60,1751000000
4.5,0.09,70,1418000000
4.5,0.09,80,1189000000
4.5,0.09,90,964000000
4.5,0.09,100,806000000
4.5,0.09,110,688000000
4.5,0.09,120,561000000
4.5,0.09,130,466000000
4.5,0.09,140,392000000
4.5,0.09,150,311000000
4.5,0.09,160,250000000
4.5,0.09,170,203000000
4.5,0.09,180,153000000
4.5,0.1,10,12953000000
4.5,0.1,20,7231000000
4.5,0.1,30,4486000000
4.5,0.1,40,3265000000
4.5,0.1,50,2556000000
4.5,0.1,60,1952000000
4.5,0.1,70,1580000000
4.5,0.1,80,1323000000
4.5,0.1,90,1070000000
4.5,0.1,100,893000000
4.5,0.1,110,760000000
4.5,0.1,120,618000000
4.5,0.1,130,513000000
4.5,0.1,140,431000000
4.5,0.1,150,341000000
4.5,0.1,160,275000000
4.5,0.1,170,223000000
4.5,0.1,180,169000000
4.5,0.11,10,14164000000
4.5,0.11,20,7930000000
4.5,0.11,30,4936000000
4.5,0.11,40,3598000000
4.5,0.11,50,2819000000
4.5,0.11,60,2154000000
4.5,0.11,70,1742000000
4.5,0.11,80,1457000000
4.5,0.11,90,1175000000
4.5,0.11,100,980000000
4.5,0.11,110,832000000
4.5,0.11,120,676000000
4.5,0.11,130,560000000
4.5,0.11,140,470000000
4.5,0.11,150,372000000
4.5,0.11,160,299000000
4.5,0.11,170,243000000
4.5,0.11,180,184000000
4.5,0.12,10,15361000000
4.5,0.12,20,8628000000
4.5,0.12,30,5385000000
4.5,0.12,40,3932000000
4.5,0.12,50,3083000000
4.5,0.12,60,2355000000
4.5,0.12,70,1904000000
4.5,0.12,80,1590000000
4.5,0.12,90,1281000000
4.5,0.12,100,1066000000
4.5,0.12,110,904000000
4.5,0.12,120,733000000
4.5,0.12,130,607000000
4.5,0.12,140,509000000
4.5,0.12,150,402000000
4.5,0.12,160,324000000
4.5,0.12,170,263000000
4.5,0.12,180,200000000
4.5,0.13,10,16529000000
4.5,0.13,20,9320000000
4.5,0.13,30,5831000000
4.5,0.13,40,4264000000
4.5,0.13,50,3344000000
4.5,0.13,60,2556000000
4.5,0.13,70,2066000000
4.5,0.13,80,1724000000
4.5,0.13,90,1387000000
4.5,0.13,100,1152000000
4.5,0.13,110,976000000
4.5,0.13,120,790000000
4.5,0.13,130,653000000
4.5,0.13,140,547000000
4.5,0.13,150,432000000
4.5,0.13,160,348000000
4.5,0.13,170,283000000
4.5,0.13,180,215000000
4.5,0.14,10,17699000000
4.5,0.14,20,10010000000
4.5,0.14,30,6274000000
4.5,0.14,40,4596000000
4.5,0.14,50,3606000000
4.5,0.14,60,2756000000
4.5,0.14,70,2228000000
4.5,0.14,80,1857000000
4.5,0.14,90,1492000000
4.5,0.14,100,1239000000
4.5,0.14,110,1048000000
4.5,0.14,120,846000000
4.5,0.14,130,699000000
4.5,0.14,140,585000000
4.5,0.14,150,462000000
4.5,0.14,160,372000000
4.5,0.14,170,303000000
4.5,0.14,180,230000000
4.5,0.15,10,18832000000
4.5,0.15,20,10695000000
4.5,0.15,30,6716000000
4.5,0.15,40,4926000000
4.5,0.15,50,3867000000
4.5,0.15,60,2957000000
4.5,0.15,70,2389000000
4.5,0.15,80,1990000000
4.5,0.15,90,1597000000
4.5,0.15,100,1324000000
4.5,0.15,110,1119000000
4.5,0.15,120,903000000
4.5,0.15,130,745000000
4.5,0.15,140,623000000
4.5,0.15,150,492000000
4.5,0.15,160,396000000
4.5,0.15,170,322000000
4.5,0.15,180,245000000
5,0.01,10,1299000000
5,0.01,20,621000000
5,0.01,30,347000000
5,0.01,40,250000000
5,0.01,50,201000000
5,0.01,60,164000000
5,0.01,70,142000000
5,0.01,80,125000000
5,0.01,90,107000000
5,0.01,100,92000000
5,0.01,110,79000000
5,0.01,120,64000000
5,0.01,130,53000000
5,0.01,140,44000000
5,0.01,150,34000000
5,0.01,160,27000000
5,0.01,170,22000000
5,0.01,180,16000000
5,0.02,10,2556000000
5,0.02,20,1321000000
5,0.02,30,769000000
5,0.02,40,545000000
5,0.02,50,430000000
5,0.02,60,340000000
5,0.02,70,288000000
5,0.02,80,251000000
5,0.02,90,212000000
5,0.02,100,183000000
5,0.02,110,159000000
5,0.02,120,130000000
5,0.02,130,108000000
5,0.02,140,90000000
5,0.02,150,71000000
5,0.02,160,56000000
5,0.02,170,45000000
5,0.02,180,34000000
5,0.03,10,3741000000
5,0.03,20,1989000000
5,0.03,30,1186000000
5,0.03,40,846000000
5,0.03,50,665000000
5,0.03,60,520000000
5,0.03,70,434000000
5,0.03,80,375000000
5,0.03,90,315000000
5,0.03,100,270000000
5,0.03,110,235000000
5,0.03,120,194000000
5,0.03,130,161000000
5,0.03,140,135000000
5,0.03,150,106000000
5,0.03,160,85000000
5,0.03,170,68000000
5,0.03,180,51000000
5,0.04,10,4897000000
5,0.04,20,2643000000
5,0.04,30,1596000000
5,0.04,40,1146000000
5,0.04,50,900000000
5,0.04,60,700000000
5,0.04,70,580000000
5,0.04,80,498000000
5,0.04,90,416000000
5,0.04,100,355000000
5,0.04,110,308000000
5,0.04,120,254000000
5,0.04,130,212000000
5,0.04,140,178000000
5,0.04,150,141000000
5,0.04,160,112000000
5,0.04,170,91000000
5,0.04,180,68000000
5,0.05,10,6042000000
5,0.05,20,3292000000
5,0.05,30,2005000000
5,0.05,40,1446000000
5,0.05,50,1136000000
5,0.05,60,880000000
5,0.05,70,725000000
5,0.05,80,620000000
5,0.05,90,515000000
5,0.05,100,438000000
5,0.05,110,379000000
5,0.05,120,313000000
5,0.05,130,261000000
5,0.05,140,220000000
5,0.05,150,173000000
5,0.05,160,139000000
5,0.05,170,112000000
5,0.05,180,84000000
5,0.06,10,7184000000
5,0.06,20,3939000000
5,0.06,30,2414000000
5,0.06,40,1747000000
5,0.06,50,1372000000
5,0.06,60,1060000000
5,0.06,70,871000000
5,0.06,80,742000000
5,0.06,90,613000000
5,0.06,100,520000000
5,0.06,110,449000000
5,0.06,120,370000000
5,0.06,130,308000000
5,0.06,140,260000000
5,0.06,150,205000000
5,0.06,160,164000000
5,0.06,170,133000000
5,0.06,180,100000000
5,0.07,10,8313000000
5,0.07,20,4583000000
5,0.07,30,2822000000
5,0.07,40,2048000000
5,0.07,50,1610000000
5,0.07,60,1242000000
5,0.07,70,1018000000
5,0.07,80,864000000
5,0.07,90,711000000
5,0.07,100,602000000
5,0.07,110,518000000
5,0.07,120,426000000
5,0.07,130,355000000
5,0.07,140,299000000
5,0.07,150,237000000
5,0.07,160,190000000
5,0.07,170,154000000
5,0.07,180,115000000
5,0.08,10,9434000000
5,0.08,20,5227000000
5,0.08,30,3231000000
5,0.08,40,2350000000
5,0.08,50,1847000000
5,0.08,60,1424000000
5,0.08,70,1164000000
5,0.08,80,986000000
5,0.08,90,809000000
5,0.08,100,683000000
5,0.08,110,586000000
5,0.08,120,481000000
5,0.08,130,401000000
5,0.08,140,338000000
5,0.08,150,267000000
5,0.08,160,214000000
5,0.08,170,174000000
5,0.08,180,131000000
5,0.09,10,10549000000
5,0.09,20,5869000000
5,0.09,30,3639000000
5,0.09,40,2653000000
5,0.09,50,2086000000
5,0.09,60,1606000000
5,0.09,70,1311000000
5,0.09,80,1108000000
5,0.09,90,906000000
5,0.09,100,763000000
5,0.09,110,654000000
5,0.09,120,536000000
5,0.09,130,446000000
5,0.09,140,376000000
5,0.09,150,297000000
5,0.09,160,239000000
5,0.09,170,194000000
5,0.09,180,146000000
5,0.1,10,11655000000
5,0.1,20,6506000000
5,0.1,30,4045000000
5,0.1,40,2955000000
5,0.1,50,2324000000
5,0.1,60,1788000000
5,0.1,70,1459000000
5,0.1,80,1230000000
5,0.1,90,1003000000
5,0.1,100,844000000
5,0.1,110,722000000
5,0.1,120,590000000
5,0.1,130,491000000
5,0.1,140,413000000
5,0.1,150,327000000
5,0.1,160,263000000
5,0.1,170,213000000
5,0.1,180,160000000
5,0.11,10,12755000000
5,0.11,20,7138000000
5,0.11,30,4452000000
5,0.11,40,3256000000
5,0.11,50,2562000000
5,0.11,60,1971000000
5,0.11,70,1606000000
5,0.11,80,1352000000
5,0.11,90,1100000000
5,0.11,100,924000000
5,0.11,110,789000000
5,0.11,120,644000000
5,0.11,130,536000000
5,0.11,140,450000000
5,0.11,150,356000000
5,0.11,160,286000000
5,0.11,170,232000000
5,0.11,180,175000000
5,0.12,10,13831000000
5,0.12,20,7770000000
5,0.12,30,4857000000
5,0.12,40,3557000000
5,0.12,50,2800000000
5,0.12,60,2153000000
5,0.12,70,1753000000
5,0.12,80,1474000000
5,0.12,90,1198000000
5,0.12,100,1004000000
5,0.12,110,856000000
5,0.12,120,698000000
5,0.12,130,580000000
5,0.12,140,487000000
5,0.12,150,385000000
5,0.12,160,309000000
5,0.12,170,251000000
5,0.12,180,190000000
5,0.13,10,14903000000
5,0.13,20,8396000000
5,0.13,30,5260000000
5,0.13,40,3858000000
5,0.13,50,3038000000
5,0.13,60,2335000000
5,0.13,70,1900000000
5,0.13,80,1596000000
5,0.13,90,1294000000
5,0.13,100,1083000000
5,0.13,110,923000000
5,0.13,120,751000000
5,0.13,130,623000000
5,0.13,140,523000000
5,0.13,150,414000000
5,0.13,160,332000000
5,0.13,170,270000000
5,0.13,180,204000000
5,0.14,10,15949000000
5,0.14,20,9017000000
5,0.14,30,5663000000
5,0.14,40,4158000000
5,0.14,50,3274000000
5,0.14,60,2518000000
5,0.14,70,2047000000
5,0.14,80,1718000000
5,0.14,90,1391000000
5,0.14,100,1163000000
5,0.14,110,989000000
5,0.14,120,804000000
5,0.14,130,666000000
5,0.14,140,559000000
5,0.14,150,442000000
5,0.14,160,355000000
5,0.14,170,288000000
5,0.14,180,218000000
5,0.15,10,17007000000
5,0.15,20,9643000000
5,0.15,30,6061000000
5,0.15,40,4456000000
5,0.15,50,3511000000
5,0.15,60,2699000000
5,0.15,70,2194000000
5,0.15,80,1839000000
5,0.15,90,1487000000
5,0.15,100,1242000000
5,0.15,110,1055000000
5,0.15,120,856000000
5,0.15,130,709000000
5,0.15,140,594000000
5,0.15,150,470000000
5,0.15,160,378000000
5,0.15,170,307000000
5,0.15,180,232000000
